,entailScore,sentence1,sentence2
1852,1.0,nutrients, improve the soil structure 
1853,1.0,nutrients, provide nutrients -lrb- minerals -rrb- to the grass roots 
1854,1.0,nutrients, enhance the quality of crops and accelerate their growth 
1855,1.0,nutrients, increase the amount of natural food -lrb- phytoplankton and zooplankton -rrb- in the pond through the supply of nutrients which are either 
1856,1.0,nutrients, assure an optimum mobile concentration through adjustment of the mobilizable concentration 
1857,1.0,nutrients, stimulate a plankton bloom 
1858,1.0,nutrients, epigenetic modifications to the onset of gene expression from the zygotic genome in mice . 
1859,1.0,nutrients, suppress many soil 
1860,1.0,nutrients, promote healthy top growth to make your lawn look attractive and also develop the deep root system that is the foundation of any 
1861,1.0,nutrients, add the necessary nutrients in the required amounts and at the proper time to achieve desirable lawn qualities and healthy 
1862,1.0,nutrients, feed soil microorganisms 
1863,1.0,nutrients, stimulate 
1864,1.0,nutrients, initiate biological reproduction 
1865,1.0,nutrients, helps to green your turf as quickly as possible in the spring .
1866,0.0039,flowers,"just the opposite , growth away from the light source . "
1867,0.0039,flowers," woody plants to attempt to straighten their boles by the formation of reaction wood -lrb- rendle et al. , 1941 -rrb- ."
1868,1.0,flowers,prevent waterlogging 
1869,1.0,flowers, cool down the plant surface during evaporation 
1870,1.0,flowers, the plants to wilt even if soil 
1871,1.0,flowers," absorbed water to pass from the roots to all parts of the plant , and ultimately out through the stomata on the leaf surface , where it is lost as ... "
1872,1.0,flowers, reduce leaf abscission 
1873,1.0,flowers, keep leaves and plants 
1874,1.0,flowers, cool plants in extremely high temperatures 
1875,1.0,flowers, a flow of water from roots to stem and leaves . 
1876,1.0,flowers, less cooling of leaves 
1877,1.0,flowers, heavy water -lrb- deuterium or 18o -rrb- enrichment in leaves 
1878,1.0,flowers, the water table to rise and fall continuously rather than as a step function 
1879,1.0,flowers, keep plants cool 
1880,1.0,flowers, resistance to transpiration 
1881,1.0,flowers," transient water deficit , therefore the most plants suffer at least regular and daily water shortages . "
1882,1.0,flowers, keep plant leaves from cooking in the sun
1883,0.0022,flowers,keep this 
1884,0.0022,flowers," considerable acceleration of senescence symptoms in the petals , such as discoloration , wilting , anthocyanin synthesis and abscission . "
1885,0.0022,flowers, set seed in the ovaries of a plant 
1886,0.0022,flowers, an increase of hydrophilic colloids in the column tissue 
1887,0.0022,flowers, inbreeding depression for fruit and seed set . 
1888,0.0022,flowers, an increase in the amount of peroxidase activity and in the number of cell layers involved in the rejection process 
1889,0.0022,flowers, an alteration in the physical make-up of the organic farmer 's crops and prevents the farmer from recognizing ... 
1890,0.0022,flowers, ensure the plant will produce as many high-quality 
1891,0.0022,flowers, feed many other animals and birds in the food chain 
1892,0.0022,flowers, increase the fitness and survival of plants by increasing genetic diversity 
1893,0.0022,flowers, improve the yield in okra
1894,0.0657,flowers,maintain good lawns 
1895,0.0657,flowers, improve the soil structure 
1896,0.0657,flowers, provide nutrients -lrb- minerals -rrb- to the grass roots 
1897,0.0657,flowers, enhance the quality of crops and accelerate their growth 
1898,0.0657,flowers, increase the amount of natural food -lrb- phytoplankton and zooplankton -rrb- in the pond through the supply of nutrients which are either 
1899,0.0657,flowers, assure an optimum mobile concentration through adjustment of the mobilizable concentration 
1900,0.0657,flowers, stimulate a plankton bloom 
1901,0.0657,flowers, epigenetic modifications to the onset of gene expression from the zygotic genome in mice . 
1902,0.0657,flowers, suppress many soil 
1903,0.0657,flowers, promote healthy top growth to make your lawn look attractive and also develop the deep root system that is the foundation of any 
1904,0.0657,flowers, add the necessary nutrients in the required amounts and at the proper time to achieve desirable lawn qualities and healthy 
1905,0.0657,flowers, feed soil microorganisms 
1906,0.0657,flowers, stimulate 
1907,0.0657,flowers, initiate biological reproduction 
1908,0.0657,flowers, helps to green your turf as quickly as possible in the spring .
1909,0.0018,movements,bsod 0x9f and verifier.exe causes bsod 0xc4 
1910,0.0018,movements, conserve energy during winter 
1911,0.0018,movements, lower metabolism 
1912,0.0018,movements, problems with windows and esxi by valarking ... 
1913,0.0018,movements, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
1914,0.0018,movements, slow down all of the body 's functions in order to 
1915,0.0018,movements, no lasting brain injury and hibernating animals show relatively ... 
1916,0.0018,movements, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
1917,0.0018,movements, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
1918,0.0018,movements, save battery life 
1919,0.0018,movements, maintain the immune system
1920,0.0018,one,bsod 0x9f and verifier.exe causes bsod 0xc4 
1921,0.0018,one, conserve energy during winter 
1922,0.0018,one, lower metabolism 
1923,0.0018,one, problems with windows and esxi by valarking ... 
1924,0.0018,one, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
1925,0.0018,one, slow down all of the body 's functions in order to 
1926,0.0018,one, no lasting brain injury and hibernating animals show relatively ... 
1927,0.0018,one, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
1928,0.0018,one, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
1929,0.0018,one, save battery life 
1930,0.0018,one, maintain the immune system
1931,0.3239,movements,no lateral redistribution of energy in a region of near-zero velocity 
1932,0.3239,movements, make it possible for states 
1933,0.3239,movements, transfer income from those that immigration helps to those that it hurts 
1934,0.3239,movements, in this area of guatemala 
1935,0.3239,movements, dissipate local shocks 
1936,0.3239,movements, provide better assistance to those in need 
1937,0.3239,movements, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
1938,0.3239,movements," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
1939,0.3239,movements, secure your past ttcn-2 investments 
1940,0.3239,movements, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
1941,0.3239,movements," average wage decline of $ 1,700 . "
1942,0.3239,movements," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
1943,0.3239,movements, avoid starvation 
1944,0.3239,movements, understand in and out flow of migration in a state 
1945,0.3239,movements, remove artifacts in cigs 
1946,0.3239,movements, a number of problems for the 
1947,0.3239,movements, shed light on tajik labor migrants from an anthropological perspective 
1948,0.3239,movements, exposure of the pipeline in the dashed areas . 
1949,0.3239,movements, streamline and centralise your collection 
1950,0.3239,movements, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
1951,0.3239,movements, a loss of motile cilia in talpid . 
1952,0.3239,movements, correct this incongruity between rights and protections 
1953,0.3239,movements," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
1954,0.3239,movements," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
1955,0.3239,movements, erode traditional boundaries between languages 
1956,0.3239,movements, problems for society
1957,0.3239,one,no lateral redistribution of energy in a region of near-zero velocity 
1958,0.3239,one, make it possible for states 
1959,0.3239,one, transfer income from those that immigration helps to those that it hurts 
1960,0.3239,one, in this area of guatemala 
1961,0.3239,one, dissipate local shocks 
1962,0.3239,one, provide better assistance to those in need 
1963,0.3239,one, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
1964,0.3239,one," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
1965,0.3239,one, secure your past ttcn-2 investments 
1966,0.3239,one, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
1967,0.3239,one," average wage decline of $ 1,700 . "
1968,0.3239,one," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
1969,0.3239,one, avoid starvation 
1970,0.3239,one, understand in and out flow of migration in a state 
1971,0.3239,one, remove artifacts in cigs 
1972,0.3239,one, a number of problems for the 
1973,0.3239,one, shed light on tajik labor migrants from an anthropological perspective 
1974,0.3239,one, exposure of the pipeline in the dashed areas . 
1975,0.3239,one, streamline and centralise your collection 
1976,0.3239,one, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
1977,0.3239,one, a loss of motile cilia in talpid . 
1978,0.3239,one, correct this incongruity between rights and protections 
1979,0.3239,one," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
1980,0.3239,one," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
1981,0.3239,one, erode traditional boundaries between languages 
1982,0.3239,one, problems for society
1983,0.0,another,ferentiate the colonizer-colonized relationship from that of adults and children 
1984,0.0,another, make the interaction an easier and more pleasant experience 
1985,0.0,another, keep them safe while they 
1986,0.0,another, facilitate positive social interactions 
1987,0.0,another, an increase in rapport 
1988,0.0,another, put them in physiological states similar to the babies such as smiling 
1989,0.0,another, immense consternation in effusion cytology and sets both overcall and undercall pitfalls in our path . 
1990,0.0,another, social influence 
1991,0.0,another, an increase in rapport between two interactants 
1992,0.0,another, create affiliation and rapport because the desire to build such a relationship is higher in the similarity condition 
1993,0.0,another, trick your enemies 
1994,0.0,another, show that he was just
1995,0.0,another,break up a silhouette by blending a shape 's edges with its surroundings 
1996,0.0,another, break up the human outline 
1997,0.0,another, hide the object 's 
1998,0.0,another," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1999,0.0,another, hide you 
2000,0.0,another, reduce the odds that someone will 
2001,0.0,another, any moving platoon to stop 
2002,0.0,another, defeat 
2003,0.0,another, persuade the enemy
2004,0.0209,egg,relax the entire body 
2005,0.0209,egg, retrain ' the body and regain some lost stability for those with ongoing stability issues 
2006,0.0209,egg, two main problems : fatigue failure and failure due to excessive deformation . 
2007,0.0209,egg, illusory sensation of bite force when unloading the load -lrb- fig 
2008,0.0209,egg, achieve the following objectives : a -rrb- to drive the paving unit into the bedding sand so that the bedding sand layer will not be 
2009,0.0209,egg, in machines and structures : machines 
2010,0.0209,egg, keep the meshes clear of 
2011,0.0209,egg, help break up lung secretions
2012,0.0209,adult butterfly,relax the entire body 
2013,0.0209,adult butterfly, retrain ' the body and regain some lost stability for those with ongoing stability issues 
2014,0.0209,adult butterfly, two main problems : fatigue failure and failure due to excessive deformation . 
2015,0.0209,adult butterfly, illusory sensation of bite force when unloading the load -lrb- fig 
2016,0.0209,adult butterfly, achieve the following objectives : a -rrb- to drive the paving unit into the bedding sand so that the bedding sand layer will not be 
2017,0.0209,adult butterfly, in machines and structures : machines 
2018,0.0209,adult butterfly, keep the meshes clear of 
2019,0.0209,adult butterfly, help break up lung secretions
2020,0.2919,egg,eliminate many of the problems associated with coal drying 
2021,0.2919,egg, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
2022,0.2919,egg, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
2023,0.2919,egg, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
2024,0.2919,egg, degradation of 
2025,0.2919,egg," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
2026,0.2919,egg, draw attention to two different aspects of your life 
2027,0.2919,egg," degradation of collagen-iv , which in turn results in activation of"
2028,0.2919,adult butterfly,eliminate many of the problems associated with coal drying 
2029,0.2919,adult butterfly, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
2030,0.2919,adult butterfly, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
2031,0.2919,adult butterfly, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
2032,0.2919,adult butterfly, degradation of 
2033,0.2919,adult butterfly," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
2034,0.2919,adult butterfly, draw attention to two different aspects of your life 
2035,0.2919,adult butterfly," degradation of collagen-iv , which in turn results in activation of"
0,0.0198,change,making 
1,0.0198,change, separating 
2,0.0198,change, applying
3,0.25,change,ratio 
4,0.25,change, presence 
5,0.25,change, characteristic 
6,0.25,change, dissolution 
7,0.25,change, effect 
8,0.25,change, chief 
9,0.25,change, second 
10,0.25,change, amount 
11,0.25,change, weathering
12,0.0,rising,context 
13,0.0,rising, union 
14,0.0,rising, base 
15,0.0,rising, key 
16,0.0,rising, tenant 
17,0.0,rising, quantity
18,0.0003,rising,temperature 
19,0.0003,rising, reference 
20,0.0003,rising, amount 
21,0.0003,rising, creation 
22,0.0003,rising, primary 
23,0.0003,rising, rain 
24,0.0003,rising, general 
25,0.0003,rising, separating 
26,0.0003,rising, deposition 
27,0.0003,rising, site 
28,0.0003,rising, difference
29,0.0,rising,confusion 
30,0.0,rising, energy 
31,0.0,rising, governing 
32,0.0,rising, evaporation 
33,0.0,rising, reason 
34,0.0,rising, heating up
35,0.0,blend,theory 
36,0.0,blend, advantage 
37,0.0,blend, science 
38,0.0,blend, second 
39,0.0,blend, premise
40,0.0,blend,tattooing 
41,0.0,blend, use
42,0.0,mowing,emotion 
43,0.0,mowing, dynamic 
44,0.0,mowing, way
45,0.0,mowing,catalyst 
46,0.0,mowing, basis
47,0.0,tell,restoration
48,0.0625,tell,resonating 
49,0.0625,tell, direction 
50,0.0625,tell, applying 
51,0.0625,tell, oscillating 
52,0.0625,tell, past 
53,0.0625,tell, frequency 
54,0.0625,tell, key 
55,0.0625,tell, repeating
56,0.0003,heated,making 
57,0.0003,heated, separating 
58,0.0003,heated, applying
59,1.0,heated,confusion 
60,1.0,heated, energy 
61,1.0,heated, governing 
62,1.0,heated, evaporation 
63,1.0,heated, reason 
64,1.0,heated, heating up
65,0.1111,movement,existence 
66,0.1111,movement, current 
67,0.1111,movement, primary
68,0.0,movement,story 
69,0.0,movement, standard
70,0.4628,change,information 
71,0.4628,change, estimation 
72,0.4628,change, applying 
73,0.4628,change, ability 
74,0.4628,change, taking 
75,0.4628,change, rule 
76,0.4628,change, portion 
77,0.4628,change, future 
78,0.4628,change, incorporated 
79,0.4628,change, net 
80,0.4628,change, law 
81,0.4628,change, temperature
82,0.0278,change,context 
83,0.0278,change, union 
84,0.0278,change, base 
85,0.0278,change, key 
86,0.0278,change, tenant 
87,0.0278,change, quantity
88,0.0625,change,temperature 
89,0.0625,change, reference 
90,0.0625,change, amount 
91,0.0625,change, creation 
92,0.0625,change, primary 
93,0.0625,change, rain 
94,0.0625,change, general 
95,0.0625,change, separating 
96,0.0625,change, deposition 
97,0.0625,change, site 
98,0.0625,change, difference
99,1.0,change,confusion 
100,1.0,change, energy 
101,1.0,change, governing 
102,1.0,change, evaporation 
103,1.0,change, reason 
104,1.0,change, heating up
105,0.0142,turning,temperature 
106,0.0142,turning, reference 
107,0.0142,turning, amount 
108,0.0142,turning, creation 
109,0.0142,turning, primary 
110,0.0142,turning, rain 
111,0.0142,turning, general 
112,0.0142,turning, separating 
113,0.0142,turning, deposition 
114,0.0142,turning, site 
115,0.0142,turning, difference
116,0.0,turning,context 
117,0.0,turning, union 
118,0.0,turning, base 
119,0.0,turning, key 
120,0.0,turning, tenant 
121,0.0,turning, quantity
122,0.0,turning,search 
123,0.0,turning, cause 
124,0.0,turning, goal 
125,0.0,turning, offloading 
126,0.0,turning, essence 
127,0.0,turning, receipt 
128,0.0,turning, storage 
129,0.0,turning, keeping 
130,0.0,turning, current 
131,0.0,turning, second 
132,0.0,turning, converted 
133,0.0,turning, technology 
134,0.0,turning, encoding 
135,0.0,turning, software
136,0.25,turning,confusion 
137,0.25,turning, energy 
138,0.25,turning, governing 
139,0.25,turning, evaporation 
140,0.25,turning, reason 
141,0.25,turning, heating up
142,1.0,made,collecting 
143,1.0,made, right 
144,1.0,made, trend 
145,1.0,made, recycling 
146,1.0,made, turned 
147,1.0,made, total 
148,1.0,made, placing 
149,1.0,made, better 
150,1.0,made, dismantling 
151,1.0,made, split 
152,1.0,made, utilizing 
153,1.0,made, repurposed 
154,1.0,made, turning 
155,1.0,made, replacing 
156,1.0,made, standard 
157,1.0,made, law 
158,1.0,made, recovering 
159,1.0,made, taking 
160,1.0,made, converted 
161,1.0,made, processed 
162,1.0,made, making
163,0.0002,made,step
164,0.0,following,second
165,0.0,following,putting 
166,0.0,following, name 
167,0.0,following, fourth 
168,0.0,following, time
169,0.0012,following,field 
170,0.0012,following, reason 
171,0.0012,following, existence 
172,0.0012,following, making 
173,0.0012,following, condition
174,0.0178,following,applying 
175,0.0178,following, family 
176,0.0178,following, transferring 
177,0.0178,following, moving 
178,0.0178,following, transporting 
179,0.0178,following, key
180,0.0,Burning,emotion 
181,0.0,Burning, dynamic 
182,0.0,Burning, way
183,0.0,Burning,catalyst 
184,0.0,Burning, basis
185,0.0007,forms,baking 
186,0.0007,forms, transforming 
187,0.0007,forms, required 
188,0.0007,forms, rate 
189,0.0007,forms, limiting 
190,0.0007,forms, amount 
191,0.0007,forms, following 
192,0.0007,forms, change
193,0.0,forms,neutralization 
194,0.0,forms, use 
195,0.0,forms, inability 
196,0.0,forms, key
197,0.0,slows,claim 
198,0.0,slows, premier 
199,0.0,slows, high 
200,0.0,slows, rate 
201,0.0,slows, front 
202,0.0,slows, world 
203,0.0,slows, whole
204,0.0,slows,gaining 
205,0.0,slows, scene 
206,0.0,slows, underlying 
207,0.0,slows, base 
208,0.0,slows, increasing 
209,0.0,slows, cause
210,0.0,slows,observer
211,0.0,slows,engine 
212,0.0,slows, magic 
213,0.0,slows, flow 
214,0.0,slows, test 
215,0.0,slows, second 
216,0.0,slows, following
217,0.0,move,premier 
218,0.0,move, recipient
219,0.0816,move,right 
220,0.0816,move, observer 
221,0.0816,move, focus 
222,0.0816,move, magnitude 
223,0.0816,move, current 
224,0.0816,move, second 
225,0.0816,move, edge 
226,0.0816,move, fourth 
227,0.0816,move, starting
228,0.0004,change,thread 
229,0.0004,change, effect 
230,0.0004,change, second 
231,0.0004,change, fundamental 
232,0.0004,change, erosion
233,0.1341,change,adding 
234,0.1341,change, problem 
235,0.1341,change, duplicating 
236,0.1341,change, extending
237,1.0,change,right 
238,1.0,change, presence 
239,1.0,change, introduction 
240,1.0,change, polluting 
241,1.0,change, making 
242,1.0,change, equilibrium
243,0.0,characteristic,adapting 
244,0.0,characteristic, altering 
245,0.0,characteristic, taking 
246,0.0,characteristic, second 
247,0.0,characteristic, ensuring 
248,0.0,characteristic, shifting 
249,0.0,characteristic, adaptation 
250,0.0,characteristic, key 
251,0.0,characteristic, answer 
252,0.0,characteristic, special
253,0.0,characteristic,tattooing 
254,0.0,characteristic, use
255,0.0,called,current 
256,0.0,called, culprit 
257,0.0,called, sensitivity 
258,0.0,called, relative 
259,0.0,called, amount
260,0.0,called,breaking down 
261,0.0,called, transforming 
262,0.0,called, releasing 
263,0.0,called, obtaining 
264,0.0,called, diffuses 
265,0.0,called, common 
266,0.0,called, making 
267,0.0,called, contribution 
268,0.0,called, producing 
269,0.0,called, extracting
270,0.0,called,confusion 
271,0.0,called, energy 
272,0.0,called, governing 
273,0.0,called, evaporation 
274,0.0,called, reason 
275,0.0,called, heating up
276,0.0,falls,leading 
277,0.0,falls, man
278,0.0,falls,second 
279,0.0,falls, size
280,0.0,something,adapting 
281,0.0,something, altering 
282,0.0,something, taking 
283,0.0,something, second 
284,0.0,something, ensuring 
285,0.0,something, shifting 
286,0.0,something, adaptation 
287,0.0,something, key 
288,0.0,something, answer 
289,0.0,something, special
290,0.0,something,emotion 
291,0.0,something, dynamic 
292,0.0,something, way
293,0.0,something,tattooing 
294,0.0,something, use
295,0.0,beak,right 
296,0.0,beak, removing 
297,0.0,beak, obtaining 
298,0.0,beak, source 
299,0.0,beak, choosing
300,0.0,movement,saving 
301,0.0,movement, characteristic 
302,0.0,movement, better 
303,0.0,movement, using 
304,0.0,movement, reduced 
305,0.0,movement, procedure
306,1.0,movement,impact 
307,1.0,movement, right 
308,1.0,movement, creating 
309,1.0,movement, relocating 
310,1.0,movement, investing 
311,1.0,movement, transferring 
312,1.0,movement, mapping 
313,1.0,movement, surface 
314,1.0,movement, installing 
315,1.0,movement, second 
316,1.0,movement, moving 
317,1.0,movement, entering 
318,1.0,movement, exporting 
319,1.0,movement, world 
320,1.0,movement, stirring 
321,1.0,movement, making
322,0.0069,destroys,impact 
323,0.0069,destroys, premier 
324,0.0069,destroys, driving 
325,0.0069,destroys, determining 
326,0.0069,destroys, practice 
327,0.0069,destroys, key 
328,0.0069,destroys, world 
329,0.0069,destroys, contribution
330,0.0069,destroys,continuation 
331,0.0069,destroys, gravity 
332,0.0069,destroys, potential 
333,0.0069,destroys, determination 
334,0.0069,destroys, key
335,0.0,destroys,replacing 
336,0.0,destroys, surface 
337,0.0,destroys, observed 
338,0.0,destroys, doctrine 
339,0.0,destroys, article 
340,0.0,destroys, problem 
341,0.0,destroys, tolerance 
342,0.0,destroys, change
343,0.0,spinning,right
344,0.0,spinning,imagining 
345,0.0,spinning, angle 
346,0.0,spinning, planting 
347,0.0,spinning, practice 
348,0.0,spinning, spectrum 
349,0.0,spinning, height 
350,0.0,spinning, allowing 
351,0.0,spinning, fundamental 
352,0.0,spinning, principal 
353,0.0,spinning, quantity
354,0.0,spinning,observer
355,0.0,Babies,will 
356,0.0,Babies, third
357,0.0,movement,saving 
358,0.0,movement, characteristic 
359,0.0,movement, better 
360,0.0,movement, using 
361,0.0,movement, reduced 
362,0.0,movement, procedure
363,0.0016,movement,simplicity 
364,0.0016,movement, partitioning 
365,0.0016,movement, third 
366,0.0016,movement, core 
367,0.0016,movement, particular 
368,0.0016,movement, resolving 
369,0.0016,movement, method 
370,0.0016,movement, decomposing 
371,0.0016,movement, truth 
372,0.0016,movement, wage 
373,0.0016,movement, breaking down 
374,0.0016,movement, order 
375,0.0016,movement, unit
376,1.0,movement,impact 
377,1.0,movement, right 
378,1.0,movement, creating 
379,1.0,movement, relocating 
380,1.0,movement, investing 
381,1.0,movement, transferring 
382,1.0,movement, mapping 
383,1.0,movement, surface 
384,1.0,movement, installing 
385,1.0,movement, second 
386,1.0,movement, moving 
387,1.0,movement, entering 
388,1.0,movement, exporting 
389,1.0,movement, world 
390,1.0,movement, stirring 
391,1.0,movement, making
392,1.0,movement,applying 
393,1.0,movement, family 
394,1.0,movement, transferring 
395,1.0,movement, moving 
396,1.0,movement, transporting 
397,1.0,movement, key
398,0.0079,movement,term 
399,0.0079,movement, driving 
400,0.0079,movement, primary 
401,0.0079,movement, closing 
402,0.0079,movement, diffuse
403,0.0,movement,forcing 
404,0.0,movement, diffuses 
405,0.0,movement, premise
406,0.0051,bending,considering 
407,0.0051,bending, angle 
408,0.0051,bending, inspecting 
409,0.0051,bending, power 
410,0.0051,bending, developing 
411,0.0051,bending, uncovering 
412,0.0051,bending, bouncing 
413,0.0051,bending, turned 
414,0.0051,bending, installing 
415,0.0051,bending, other 
416,0.0051,bending, key 
417,0.0051,bending, line 
418,0.0051,bending, assessment 
419,0.0051,bending, fact
420,0.0,bending,index 
421,0.0,bending, determining 
422,0.0,bending, negative 
423,0.0,bending, general 
424,0.0,bending, measuring 
425,0.0,bending, principal
426,0.0278,change,context 
427,0.0278,change, union 
428,0.0278,change, base 
429,0.0278,change, key 
430,0.0278,change, tenant 
431,0.0278,change, quantity
432,0.0625,change,temperature 
433,0.0625,change, reference 
434,0.0625,change, amount 
435,0.0625,change, creation 
436,0.0625,change, primary 
437,0.0625,change, rain 
438,0.0625,change, general 
439,0.0625,change, separating 
440,0.0625,change, deposition 
441,0.0625,change, site 
442,0.0625,change, difference
443,1.0,change,confusion 
444,1.0,change, energy 
445,1.0,change, governing 
446,1.0,change, evaporation 
447,1.0,change, reason 
448,1.0,change, heating up
449,0.0,take,market
450,0.0,take,fact
451,0.0,making,pollination
452,0.0,joining,pollination
453,0.0,making,chef 
454,0.0,making, sharing 
455,0.0,making, organ 
456,0.0,making, essence
457,0.0,joining,chef 
458,0.0,joining, sharing 
459,0.0,joining, organ 
460,0.0,joining, essence
461,0.0,function,term 
462,0.0,function, driving 
463,0.0,function, primary 
464,0.0,function, closing 
465,0.0,function, diffuse
466,0.0,function,removing 
467,0.0,function, possibility 
468,0.0,function, low 
469,0.0,function, background 
470,0.0,function, protecting 
471,0.0,function, incorporating 
472,0.0,function, performance 
473,0.0,function, total 
474,0.0,function, transport 
475,0.0,function, movement
476,0.8423,function,bridge 
477,0.8423,function, technique 
478,0.8423,function, goal 
479,0.8423,function, feature
480,0.0,function,forcing 
481,0.0,function, diffuses 
482,0.0,function, premise
483,0.0,period,saving 
484,0.0,period, characteristic 
485,0.0,period, better 
486,0.0,period, using 
487,0.0,period, reduced 
488,0.0,period, procedure
489,0.0069,period,impact 
490,0.0069,period, right 
491,0.0069,period, creating 
492,0.0069,period, relocating 
493,0.0069,period, investing 
494,0.0069,period, transferring 
495,0.0069,period, mapping 
496,0.0069,period, surface 
497,0.0069,period, installing 
498,0.0069,period, second 
499,0.0069,period, moving 
500,0.0069,period, entering 
501,0.0069,period, exporting 
502,0.0069,period, world 
503,0.0069,period, stirring 
504,0.0069,period, making
505,0.0,period,tattooing 
506,0.0,period, use
507,0.0,corroding,emotion 
508,0.0,corroding, dynamic 
509,0.0,corroding, way
510,0.0,corroding,catalyst 
511,0.0,corroding, basis
512,0.0,reaches,impact 
513,0.0,reaches, characteristic 
514,0.0,reaches, understanding 
515,0.0,reaches, boundary 
516,0.0,reaches, difference 
517,0.0,reaches, parameter 
518,0.0,reaches, problem
519,0.0022,reaches,definition 
520,0.0022,reaches, substance 
521,0.0022,reaches, evolves 
522,0.0022,reaches, amount 
523,0.0022,reaches, sending off 
524,0.0022,reaches, primary 
525,0.0022,reaches, range 
526,0.0022,reaches, limit 
527,0.0022,reaches, evolved 
528,0.0022,reaches, measure 
529,0.0022,reaches, following 
530,0.0022,reaches, emitting 
531,0.0022,reaches, adapted 
532,0.0022,reaches, unit
533,0.0005,reaches,considering 
534,0.0005,reaches, angle 
535,0.0005,reaches, inspecting 
536,0.0005,reaches, power 
537,0.0005,reaches, developing 
538,0.0005,reaches, uncovering 
539,0.0005,reaches, bouncing 
540,0.0005,reaches, turned 
541,0.0005,reaches, installing 
542,0.0005,reaches, other 
543,0.0005,reaches, key 
544,0.0005,reaches, line 
545,0.0005,reaches, assessment 
546,0.0005,reaches, fact
547,0.0001,reaches,engine 
548,0.0001,reaches, magic 
549,0.0001,reaches, flow 
550,0.0001,reaches, test 
551,0.0001,reaches, second 
552,0.0001,reaches, following
553,0.0,bred,adapting 
554,0.0,bred, altering 
555,0.0,bred, taking 
556,0.0,bred, second 
557,0.0,bred, ensuring 
558,0.0,bred, shifting 
559,0.0,bred, adaptation 
560,0.0,bred, key 
561,0.0,bred, answer 
562,0.0,bred, special
563,0.0,mixing,emotion 
564,0.0,mixing, dynamic 
565,0.0,mixing, way
566,0.0,mixing,catalyst 
567,0.0,mixing, basis
568,0.0272,position,claim 
569,0.0272,position, premier 
570,0.0272,position, high 
571,0.0272,position, rate 
572,0.0272,position, front 
573,0.0272,position, world 
574,0.0272,position, whole
575,0.0,position,gaining 
576,0.0,position, scene 
577,0.0,position, underlying 
578,0.0,position, base 
579,0.0,position, increasing 
580,0.0,position, cause
581,0.0,position,observer
582,0.0017,position,engine 
583,0.0017,position, magic 
584,0.0017,position, flow 
585,0.0017,position, test 
586,0.0017,position, second 
587,0.0017,position, following
588,0.0,path,imagining 
589,0.0,path, angle 
590,0.0,path, planting 
591,0.0,path, practice 
592,0.0,path, spectrum 
593,0.0,path, height 
594,0.0,path, allowing 
595,0.0,path, fundamental 
596,0.0,path, principal 
597,0.0,path, quantity
598,0.0,path,mining 
599,0.0,path, supply
600,0.0,bleaching,emotion 
601,0.0,bleaching, dynamic 
602,0.0,bleaching, way
603,0.0,bleaching,catalyst 
604,0.0,bleaching, basis
605,0.0,developing,total 
606,0.0,developing, standard
607,0.0,developing,truth 
608,0.0,developing, power 
609,0.0,developing, fourth 
610,0.0,developing, default 
611,0.0,developing, third 
612,0.0,developing, basis 
613,0.0,developing, research 
614,0.0,developing, recharging 
615,0.0,developing, cost 
616,0.0,developing, key 
