,entailScore,sentence1,sentence2
1418,0.4684,liquid, make the spirit smooth 
1419,0.4684,liquid, helps to ...
1420,0.4684,gas,more damage than inside condensation and not many people know about it . 
1421,0.4684,gas, alleviate this problem by shortening the effective length of the chromosome 
1422,0.4684,gas, make the spirit smooth 
1423,0.4684,gas, helps to ...
1424,0.0717,liquid,keep the planet 's temperature stable 
1425,0.0717,liquid, cooling evaporation 
1426,0.0717,liquid, concentrate a non-volatile solute from a solvent by 
1427,0.0717,liquid, cooling 2 
1428,0.0717,liquid, create weather outdoors 
1429,0.0717,liquid, the water 's salt content to increase 
1430,0.0717,liquid, contrary to popular belief 
1431,0.0717,liquid, helps to ... 
1432,0.0717,liquid, forget suboptimal solutions that gathered enough 
1433,0.0717,liquid, maintain body temperature 
1434,0.0717,liquid, mainly a water deficit
1435,0.0717,gas,keep the planet 's temperature stable 
1436,0.0717,gas, cooling evaporation 
1437,0.0717,gas, concentrate a non-volatile solute from a solvent by 
1438,0.0717,gas, cooling 2 
1439,0.0717,gas, create weather outdoors 
1440,0.0717,gas, the water 's salt content to increase 
1441,0.0717,gas, contrary to popular belief 
1442,0.0717,gas, helps to ... 
1443,0.0717,gas, forget suboptimal solutions that gathered enough 
1444,0.0717,gas, maintain body temperature 
1445,0.0717,gas, mainly a water deficit
1446,0.0,carpets,"return used products to working order by fixing and/or replacing broken parts , whereas the quality is usually less than the quality of "
1447,0.0,carpets, bring the system back to operation as soon as possible 
1448,0.0,carpets, remove all the consequences of international wrongful act -lrb- permanent court of
1449,0.0,carpets,refine or clarify meaning for the reader by looking at the way we use language 
1450,0.0,carpets," stress , usually provides insufficient time and you fail to reach your potential "
1451,0.0,carpets," you to reassess the paper 's thesis -lrb- or main argument -rrb- , supporting points , development , organization , paragraph structure , sense of audience ,"
1452,0.0,carpets,concentrate the flavors of the liquid and to increase its viscosity
1453,0.0,carpets,protect our local environment by reducing landfill 
1454,0.0,carpets," save energy , which can in turn help reduce our dependence on foreign oil "
1455,0.0,carpets, a new product 
1456,0.0,carpets, minimize or completely avoid sending waste to landfill or incinerator 
1457,0.0,carpets, take an item that has served its intended purpose and in some manner add 
1458,0.0,carpets, a decrease 
1459,0.0,carpets," save energy , which can then be used for something else "
1460,0.0,carpets," a raw material , which can be used for making new things "
1461,0.0,carpets, protect the environment 
1462,0.0,carpets, several important negative externalities in the us economy . 
1463,0.0,carpets, it 's own set of pollutants 
1464,0.0,carpets," conserve energy , help the environment , reduce pollution , slow global warming and reduce waste products in landfills "
1465,0.0,carpets, recover the largest possible amount of valuable secondary raw materials 
1466,0.0,carpets, reduce energy usage 
1467,0.0,carpets, avoid contaminating our environment 
1468,0.0,carpets, reduce the pollution caused by the extraction and processing of virgin materials 
1469,0.0,carpets, preserve the earth 's natural resources 
1470,0.0,carpets, reduce how much waste will be deposited in landfills 
1471,0.0,carpets, a significant inhibition of the rate of development of agonist-induced dvsm contractions . 
1472,0.0,carpets," to optimize the value of the products , particularly the natural component that forms the substance . "
1473,0.0,carpets, maintain the earth for future generations 
1474,0.0,carpets, 60s 
1475,0.0,carpets, sustain our environment for future generations 
1476,0.0,carpets," an increase of the membrane surface , indicating that the pool of vesicle membranes is fused with the ... "
1477,0.0,carpets, make the world a cleaner and more sustainable place both now and for our future 
1478,0.0,carpets, save money recycling 
1479,0.0,carpets, reduce the pollution caused by waste 
1480,0.0,carpets, around the house . 
1481,0.0,carpets, new products 
1482,0.0,carpets, protect earth 
1483,0.0,carpets, explain why changing scrap metal prices 
1484,0.0,carpets, save nature + earth + natural environment 
1485,0.0,carpets, preserve our environment 
1486,0.0,carpets, pollution -lrb- transporting the recyclables and reprocessing them generally is n't clean -rrb- 
1487,0.0,carpets, conserve the world 's supply 
1488,0.0,carpets, conserve the earth 's resources for future generations 
1489,0.0,carpets, keep our planet clean and green 
1490,0.0,carpets," conserve energy , help the environment , reduce pollution , slow global warming and reduce waste products in "
1491,0.0,carpets, produce new high quality material from waste
1492,1.0,liquid,outline areas that were located relatively close -lrb- within a few 
1493,1.0,liquid, initiate reactions among metallic particles under shock wave loading 
1494,1.0,liquid, lengthy changes on the gps antenna height placed in this area increasingly or decreasingly . 
1495,1.0,liquid, the liquid state 
1496,1.0,liquid, freshen and stabilize the mixed layer and together with the residual perennial ice cover 
1497,1.0,liquid, the ice to melt 
1498,1.0,liquid," an iceberg to change shape , too . "
1499,1.0,liquid, oiling which is what will happen if you just put soft butter on it . 
1500,1.0,liquid, reduce lead times 
1501,1.0,liquid, enormous volumes of water to flow through and under the glacier 
1502,1.0,liquid," generate an aluminum vapor at the equilibrium temperature , which is 2790 k at the atmosphere "
1503,1.0,liquid," ocean circulation changes that prompt a feedback loop , letting warmer ocean water reach "
1504,1.0,liquid, concentrate debris on the glacier surface 
1505,1.0,liquid, the flux to change over a length scale larger than the .
1506,0.1352,liquid,keep the planet 's temperature stable 
1507,0.1352,liquid, cooling evaporation 
1508,0.1352,liquid, concentrate a non-volatile solute from a solvent by 
1509,0.1352,liquid, cooling 2 
1510,0.1352,liquid, create weather outdoors 
1511,0.1352,liquid, the water 's salt content to increase 
1512,0.1352,liquid, contrary to popular belief 
1513,0.1352,liquid, helps to ... 
1514,0.1352,liquid, forget suboptimal solutions that gathered enough 
1515,0.1352,liquid, maintain body temperature 
1516,0.1352,liquid, mainly a water deficit
1517,1.0,liquid,retain the bright color 
1518,1.0,liquid, cook meat with a lot of delicate tastes 
1519,1.0,liquid, liquid to refrigerate so a temperature difference is created which in turn causes heat absorption and more externally driven 
1520,1.0,liquid," dissolved oxygen to be driven off , which is the opposite of what you are saying "
1521,1.0,liquid, remove some of the potassium from the vegetable 
1522,1.0,liquid, maintain the acid concentration 
1523,1.0,liquid, an immediate drop to approximately 0.35 
1524,1.0,liquid, thicken sauce 
1525,1.0,liquid, the leather to become harder but also more brittle . 
1526,1.0,liquid, the gaseous state 
1527,1.0,liquid, helps to easier penetration of water soluble principles to water and converts the liquid to vapors . 
1528,1.0,liquid, transfer more alcaloids into infusion and restrict passing of tanning agents from the crust 
1529,1.0,liquid, break open the cells
1530,0.2165,changes,cold air that is in immediate contact with the skin to be warmed . 
1531,0.2165,changes, circulate hot air for even cooking 
1532,0.2165,changes, explain how the convection responds to the 
1533,0.2165,changes, the motions of earth 's tectonic plates . 
1534,0.2165,changes, nucleate directly in the melt and grow spheroidally to a large scale from the convective melt -lsb- 4-6 -rsb- 
1535,0.2165,changes," convert thermal energy gained from neutrino heating into kinetic energy , improving the overall "
1536,0.2165,changes, locally big differences in precipitation intensities 
1537,0.2165,changes, alleviate this problem 
1538,0.2165,changes, the small differences observed . 
1539,0.2165,changes, distinguish between tensors -lrb- more than 2-d -rrb- and matrices -lrb- exactly 2-d tensors -rrb- 
1540,0.2165,changes, elevate evaporating mass flux 
1541,0.2165,changes, produce the air currents that move ocean 
1542,0.2165,changes, feedbacks of different convective cloud clusters to the large-scale environment 
1543,0.2165,changes, deformation of the earth 's surface 
1544,0.2165,changes, mix the lower part of the atmosphere 
1545,0.2165,changes, homogenize the cloud-containing layer 
1546,0.2165,changes, improve the total heat transfer rate 
1547,0.2165,changes, perturbations in earth 's density distribution at every other spherical harmonic degree and order . 
1548,0.2165,changes, a red edge by benignly neutralizing the radiative 
1549,0.2165,changes," it , which is one of the three types of heat . "
1550,0.2165,changes, the westerlies -lrb- by fluid dynamics i 'm not 
1551,0.2165,changes, increase its vapor content 
1552,0.2165,changes, ensure that the transport of species is governed by diffusion alone
1553,0.2165,liquid,cold air that is in immediate contact with the skin to be warmed . 
1554,0.2165,liquid, circulate hot air for even cooking 
1555,0.2165,liquid, explain how the convection responds to the 
1556,0.2165,liquid, the motions of earth 's tectonic plates . 
1557,0.2165,liquid, nucleate directly in the melt and grow spheroidally to a large scale from the convective melt -lsb- 4-6 -rsb- 
1558,0.2165,liquid," convert thermal energy gained from neutrino heating into kinetic energy , improving the overall "
1559,0.2165,liquid, locally big differences in precipitation intensities 
1560,0.2165,liquid, alleviate this problem 
1561,0.2165,liquid, the small differences observed . 
1562,0.2165,liquid, distinguish between tensors -lrb- more than 2-d -rrb- and matrices -lrb- exactly 2-d tensors -rrb- 
1563,0.2165,liquid, elevate evaporating mass flux 
1564,0.2165,liquid, produce the air currents that move ocean 
1565,0.2165,liquid, feedbacks of different convective cloud clusters to the large-scale environment 
1566,0.2165,liquid, deformation of the earth 's surface 
1567,0.2165,liquid, mix the lower part of the atmosphere 
1568,0.2165,liquid, homogenize the cloud-containing layer 
1569,0.2165,liquid, improve the total heat transfer rate 
1570,0.2165,liquid, perturbations in earth 's density distribution at every other spherical harmonic degree and order . 
1571,0.2165,liquid, a red edge by benignly neutralizing the radiative 
1572,0.2165,liquid," it , which is one of the three types of heat . "
1573,0.2165,liquid, the westerlies -lrb- by fluid dynamics i 'm not 
1574,0.2165,liquid, increase its vapor content 
1575,0.2165,liquid, ensure that the transport of species is governed by diffusion alone
1576,0.9063,changes,more damage than inside condensation and not many people know about it . 
1577,0.9063,changes, alleviate this problem by shortening the effective length of the chromosome 
1578,0.9063,changes, make the spirit smooth 
1579,0.9063,changes, helps to ...
1580,0.9063,liquid,more damage than inside condensation and not many people know about it . 
1581,0.9063,liquid, alleviate this problem by shortening the effective length of the chromosome 
1582,0.9063,liquid, make the spirit smooth 
1583,0.9063,liquid, helps to ...
1584,0.4308,changes,respond to emergencies and other scheduled maintenance activities quickly 
1585,0.4308,changes, map out opportunities for independence and improvement 
1586,0.4308,changes, determine how the highest pollution level of the day 
1587,0.4308,changes, a double impact . 
1588,0.4308,changes," airport chaos for 50,000 . "
1589,0.4308,changes," anticipate the performance of data transfer in terms of tcp throughput , tcp connection time and round trip time "
1590,0.4308,changes, provide important judgment principles to decision-makers 
1591,0.4308,changes, ironman new zealand to be ... 
1592,0.4308,changes, explain this 
1593,0.4308,changes, make wilderness use safer for yukoners and visitors alike 
1594,0.4308,changes, alert on storms and cyclones 
1595,0.4308,changes, show what kind of return on investment the business is likely to 
1596,0.4308,changes, concern -lrb- + video -rrb- 
1597,0.4308,changes," concern , not panic , for maine 's industry . "
1598,0.4308,changes, provide an additional reference in determining the winter temperature
1599,0.4308,liquid,respond to emergencies and other scheduled maintenance activities quickly 
1600,0.4308,liquid, map out opportunities for independence and improvement 
1601,0.4308,liquid, determine how the highest pollution level of the day 
1602,0.4308,liquid, a double impact . 
1603,0.4308,liquid," airport chaos for 50,000 . "
1604,0.4308,liquid," anticipate the performance of data transfer in terms of tcp throughput , tcp connection time and round trip time "
1605,0.4308,liquid, provide important judgment principles to decision-makers 
1606,0.4308,liquid, ironman new zealand to be ... 
1607,0.4308,liquid, explain this 
1608,0.4308,liquid, make wilderness use safer for yukoners and visitors alike 
1609,0.4308,liquid, alert on storms and cyclones 
1610,0.4308,liquid, show what kind of return on investment the business is likely to 
1611,0.4308,liquid, concern -lrb- + video -rrb- 
1612,0.4308,liquid," concern , not panic , for maine 's industry . "
1613,0.4308,liquid, provide an additional reference in determining the winter temperature
1614,0.0,another snake,prepare ourselves 
1615,0.0,another snake, the app to freeze 
1616,0.0,another snake, balance learning for individual childrenthe child 
1617,0.0,another snake, support the children 's learning and development 
1618,0.0,another snake, seek out joy for the sake of joy 
1619,0.0,another snake, learn something useful 
1620,0.0,another snake, create a sensible and translatable world 
1621,0.0,another snake, reduce children 's stress 
1622,0.0,another snake, develop knowledge about self and significant others in the child 's environment 
1623,0.0,another snake, relieve the sense of alienation that many people can feel 
1624,0.0,another snake, develop 
1625,0.0,another snake," develop balance , coordination , motor skills and spatial awareness and outdoor play "
1626,0.0,another snake, exercise young minds and muscles 
1627,0.0,another snake," inform teachers of the kinds of insights , issues , and feelings children experience during their play "
1628,0.0,another snake, more concussions in soccer . 
1629,0.0,another snake, balance learning for individual children the child engages at the 
1630,0.0,another snake, strengthen and practice these instinctual skills 
1631,0.0,another snake, reflect on the other less 
1632,0.0,another snake, keep children happy and healthy 
1633,0.0,another snake," provide stimulation for proper perceptual , motor and neural development "
1634,0.0,another snake, play -- to live in the moment and simply to exist 
1635,0.0,another snake, overcome differences in power in the caregiver-child relationship 
1636,0.0,another snake, develop skills that will be useful throughout your dog 's life 
1637,0.0,another snake, teach children the necessary life skills they need to cope with their experiences 
1638,0.0,another snake, connect both hemispheres of the brain 
1639,0.0,another snake, hallucinate ego mastery 
1640,0.0,another snake, sustain our faith in an idea that underwrites both our economy and our culture 
1641,0.0,another snake, overcome differences in power in the caregiverchild relationship
1642,0.0,another snake,ferentiate the colonizer-colonized relationship from that of adults and children 
1643,0.0,another snake, make the interaction an easier and more pleasant experience 
1644,0.0,another snake, keep them safe while they 
1645,0.0,another snake, facilitate positive social interactions 
1646,0.0,another snake, an increase in rapport 
1647,0.0,another snake, put them in physiological states similar to the babies such as smiling 
1648,0.0,another snake, immense consternation in effusion cytology and sets both overcall and undercall pitfalls in our path . 
1649,0.0,another snake, social influence 
1650,0.0,another snake, an increase in rapport between two interactants 
1651,0.0,another snake, create affiliation and rapport because the desire to build such a relationship is higher in the similarity condition 
1652,0.0,another snake, trick your enemies 
1653,0.0,another snake, show that he was just
1654,0.004,another snake,break up a silhouette by blending a shape 's edges with its surroundings 
1655,0.004,another snake, break up the human outline 
1656,0.004,another snake, hide the object 's 
1657,0.004,another snake," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1658,0.004,another snake, hide you 
1659,0.004,another snake, reduce the odds that someone will 
1660,0.004,another snake, any moving platoon to stop 
1661,0.004,another snake, defeat 
1662,0.004,another snake, persuade the enemy
1663,1.0,solid,the water inside the core to expand due to the fact that ice occupies a larger volume than liquid water . 
1664,1.0,solid, prevent the destructive ice crystals from forming in the egg 
1665,1.0,solid, relax hot welds 
1666,1.0,solid," the water in the capillaries of the concrete to expand , creating pressure . "
1667,1.0,solid, preserve the shape 
1668,1.0,solid," the formation of ice crystals , which make muscle fiber swell and cause their physical separation . "
1669,1.0,solid, retain more nutrients and flavor 
1670,1.0,solid, insure adequate treatment 
1671,1.0,solid, achieve a thorough hardening of the specimen by aprogressive crystallization of the free water -lrb- completely locking the body fluids ... 
1672,1.0,solid, inhibit the growth of microorganisms hence help in preservation of foods 
1673,1.0,solid, cell popping ice crystals to form . 
1674,1.0,solid," any water in the food to expand , breaking down cell walls "
1675,1.0,solid, free more virus particles from cells which re - mained intact 
1676,1.0,solid," both temperature-dependent -lrb- thermotropic -rrb- and dehydration-induced -lrb- lyotropic -rrb- phase changes in biological membranes -lsb- 4,18 -rsb- . "
1677,1.0,solid, the water between the soil particles to expand making the layer thicker . 
1678,1.0,solid, stop any variations completely and also preserves the natural goodness in it 
1679,1.0,solid," rid the cake of crumbs and smooth the surface , allowing the "
1680,1.0,solid, expansion and freezing 
1681,1.0,solid, prior to freezing 
1682,1.0,solid, formation of large ice crystals that ir - reversibly damage tissues . 
1683,1.0,solid, prevent rapid cellular dehydration and ice-crystal formation 
1684,1.0,solid, get nice thin slices -rrb- 
1685,1.0,solid, the solid state 
1686,1.0,solid, the intra-cellular water to freeze in-place without the formation of ice within the cells . 
1687,1.0,solid," smaller ice crystals , which minimize this from happening . "
1688,1.0,solid, develop more anthocyanins in the 
1689,1.0,solid," large ice crystals to form in the food , damaging the texture ."
1690,0.1376,solid,"the atmospheric convection to decrease , and the urban boundary layer begins to stabilize . "
1691,0.1376,solid, contribute to the melting of basal ice 
1692,0.1376,solid, a complex series of physical and chemical changes to occur . 
1693,0.1376,solid," a rapid outward expansion , impacting the surrounding cooler air at a speed faster than sound would otherwise travel . "
1694,0.1376,solid, heat 
1695,0.1376,solid," save energy , reduce utility costs , and preserve the "
1696,0.1376,solid," damage and inconvenience of many kinds , and develops so quickly in its later stages "
1697,0.1376,solid, helps to .
1698,0.0,solid,ensure they have a better chance of survival as well 
1699,0.0,solid, people 
1700,0.0,solid," , and why industry is a major cause of human-induced greenhouse gas emissions . "
1701,0.0,solid, climates to change . 
1702,0.0,solid, more global warming 
1703,0.0,solid, global warming glossary about climate hot map climate hot map . 
1704,0.0,solid, crazy weather 
1705,0.0,solid," protect your patients from getting hypothermic , a core body temperature of 36c or below "
1706,0.0,solid, that have been at work even before the birth of mankind . 
1707,0.0,solid, lessmore snow global warming newsline 12/31/13 edition 72 billion hiroshima bombs of ` missing heat ' went . 
1708,0.0,solid, thrive 
1709,0.0,solid," accelerate warming at a global scale as well -lrb- acia , 2004 -rrb- "
1710,0.0,solid, manage the risk of hypothermia 
1711,0.0,solid," sustain normothermia , which can lead to a reduction in the rate of infection , shorter hospital stays , and lower "
1712,0.0,solid, global cooling 
1713,0.0,solid, helps to dry wetlands or thaw frozen soil
1714,0.0,solid,give the soup loads of flavour 
1715,0.0,solid, damage and rust to components it 's dripping on 
1716,0.0,solid, output chattering 
1717,0.0,solid, less process dimensional variation than misting . 
1718,0.0,solid, avoid cross-contamination - self calibration is accomplished with our calibration strip which enables accurate result - built in refractometer
1719,0.0,axis,a circular -lrb- pure -rrb- spin currents in a rotating frame -lrb- fig . 
1720,0.0,axis, isolate these modes and reconstruct in time domain without 
1721,0.0,axis," eradicate weeds , insects and plant diseases "
1722,0.0,axis, climate change 
1723,0.0,axis, give the impression of 3d tracking 
1724,0.0,axis, achieve a similar behavior of the avastar character 
1725,0.0,axis, the planet to spin one-and-a-half times during each orbit of the sun 
1726,0.0,axis, produce severe weather events such as large hail 
1727,0.0,axis, prevent the build up of problems 
1728,0.0,axis, the earthmoon distance to increase at approximately 38 millimetres per year . 
1729,0.0,axis, increase intensity to your ankle point 
1730,0.0,axis, avoid monopoly of job and enable the employee to learn new things and therefore enjoy his job 
1731,0.0,axis," anything on the earth that is n't perfectly on the equator to spin , and the effect gets strong enough as you get "
1732,0.0,axis, solve multiple potential problems created by torsional eye 
1733,0.0,axis, the occurrence of alternating day and night 
1734,0.0,axis, ensure that all of your tires wear evenly 
1735,0.0,axis, promote predirtahle insulin absorption 
1736,0.0,axis, address all these issues 
1737,0.0,axis, slough off excess solids 
1738,0.0,axis, prepare our residents to manage patients with chronic diseases 
1739,0.0,axis, prevent or expose dangerous shortcuts or even fraudulent activity 
1740,0.0,axis, ensure a continuously diverse experience 
1741,0.0,axis," helps to easily trade dow jones indexes , top ranked sector investing newsletters , etf sector rotation , sector rotation investing newsletter "
1742,0.0,axis," produce severe weather events such as large hail , strong downbursts , and tornadoes "
1743,0.0,axis, bring us spiritual rewards far more enduring than any fame 
1744,0.0,axis, remove their food source 
1745,0.0,axis, glaciers to melt ; more solar radiation ; elliptical = less radiation .
1746,0.0,axis,showcase this 
1747,0.0,axis, trouble . 
1748,0.0,axis, highlight their significance 
1749,0.0,axis, solve this problem 
1750,0.0,axis," recycle leftover construction materials into livable tiny homes , often "
1751,0.0,axis, shorten the game by 
1752,0.0,axis, protect cats and dogs from heartworm 
1753,0.0,axis, illuminate aspects of the revolution such as the shifts in consciousness 
1754,0.0,axis, create organizational instability as a direct counter to organizational stability 
1755,0.0,axis, establish a new social order according to the will of heaven and the interests of people rather than merely the destruction 
1756,0.0,axis, prevent exposure to one type of tick for cats and dogs 
1757,0.0,axis, : 14 engaging lessons for the american revolution and revolutionary war ! 
1758,0.0,axis, create marxists 
1759,0.0,axis, ` ecological disaster ' 
1760,0.0,axis," that have contributed , among others to the deteriorating of the iran-united states relations ."
1761,0.0001,axis,prevent too much debris being placed into low earth orbit 
1762,0.0001,axis," control properly where the cuts into the bone are made , which is especially important when trying to avoid entering the "
1763,0.0001,axis," explain why you do n't get a lunar eclipse every full moon , but only about every six months when the earth , moon and sun "
1764,0.0001,axis, describe its orientation in space 
1765,0.0001,axis, protect the human eye from injury 
1766,0.0001,axis, havoc 
1767,0.0001,axis, reduce ivo 's radiation exposure during periapse 
1768,0.0001,axis," link breaks to happen more often , while the modified random waypoint shows an intermediate ... "
1769,0.0001,axis, severe gravity loss because of the long low acceleration maneuver .
1770,1.0,objects,our hearts and lungs and every other bodily organ or system to overwork in order to maintain harmony or balance . 
1771,1.0,objects," angular momentum , what if angular momentum causes gravity "
1772,1.0,objects, or what we see 
1773,1.0,objects, a force on the center of mass of m g in the vertical direction leading to . 
1774,1.0,objects, erosion gravitational erosion how does running water cause erosion types of erosion how do weathering erosion and ... 
1775,1.0,objects, give us a lift instead 
1776,1.0,objects, all objects near the earth 's surface to fall ... 
1777,1.0,objects, serious changes in how our bodies function 
1778,1.0,objects, minimize relativistic effects from any observational frames of reference within the solar system 
1779,1.0,objects, keep the earth and sun stable in its rotation 
1780,1.0,objects," erosion by pulling dirt , rocks and soil downward . "
1781,1.0,objects, centripetal force ? 
1782,1.0,objects, every object to pull every other object toward it . 
1783,1.0,objects, all objects near earth 's surface to fall with what acceleration ? 
1784,1.0,objects, stable in their rotation axis 
1785,1.0,objects, hold them up -lrb- since gravity helps to keep them in place -rrb- 
1786,1.0,objects, keep the earth stable on its axis 
1787,1.0,objects, build bone and muscle strength
1788,1.0,objects,understand the mechanism of chip formation and other 
1789,1.0,objects, greater inward turning of the wind and thus greater inflow into the bands and greater convection 
1790,1.0,objects, irritation and creates an inflammatory response in the soft tissues between the itb and the lateral femoral condyle -lrb- 6a -rrb- . 
1791,1.0,objects, understand the mechanism of chip formation and other complex 
1792,1.0,objects, a downward force that increases the load on shaft piles and reduces the bearing capacity of piles in soft soils . 
1793,1.0,objects," physical failure of the prusik cord , rather than the rope "
1794,1.0,objects, undesired force response estimated by conventional disturbance observer . 
1795,1.0,objects, the lower part of the circular orbit of the wave to slow down relative to the upper part of the wave exposed to the air . 
1796,1.0,objects, keep vehicles on the road when brakes are applied 
1797,1.0,objects," a loss of mechanical energy -lrb- specifically , kinetic energy , or in some cases potential energy that could have been ... "
1798,1.0,objects, keep vehicles on 
1799,1.0,objects, gear tooth bending 
1800,1.0,objects, explain how these assumptions relate to the realities of mobility and displacement in south africa 
1801,1.0,objects, a force on a surface which is in the opposite direction to its motion . 
1802,1.0,objects, a greater amount of work over a longer distance 
1803,1.0,objects, a discrepancy of over 45 between the base and tip angles in certain phantom materials .
1804,0.0315,place,map our objects to the relational database 
1805,0.0315,place," is to abstract the database , so hibernate is a dal , like jooq "
1806,0.0315,place, decouple the application from the database 
1807,0.0315,place, a not null constraint violation 
1808,0.0315,place," develop persistent objects following common java idiom - including association , inheritance , polymorphism , composition and the java "
1809,0.0315,place, this issue 
1810,0.0315,place, is to abstract the relational database . 
1811,0.0315,place, get rid of complex and tedious
1812,0.0315,another,map our objects to the relational database 
1813,0.0315,another," is to abstract the database , so hibernate is a dal , like jooq "
1814,0.0315,another, decouple the application from the database 
1815,0.0315,another, a not null constraint violation 
1816,0.0315,another," develop persistent objects following common java idiom - including association , inheritance , polymorphism , composition and the java "
1817,0.0315,another, this issue 
1818,0.0315,another, is to abstract the relational database . 
1819,0.0315,another, get rid of complex and tedious
1820,0.444,place,break up a silhouette by blending a shape 's edges with its surroundings 
1821,0.444,place, break up the human outline 
1822,0.444,place, hide the object 's 
1823,0.444,place," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1824,0.444,place, hide you 
1825,0.444,place, reduce the odds that someone will 
1826,0.444,place, any moving platoon to stop 
1827,0.444,place, defeat 
1828,0.444,place, persuade the enemy
1829,0.444,another,break up a silhouette by blending a shape 's edges with its surroundings 
1830,0.444,another, break up the human outline 
1831,0.444,another, hide the object 's 
1832,0.444,another," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1833,0.444,another, hide you 
1834,0.444,another, reduce the odds that someone will 
1835,0.444,another, any moving platoon to stop 
1836,0.444,another, defeat 
1837,0.444,another, persuade the enemy
1838,0.0051,nutrients,"helps to a degree with this problem , but it is nice firm roots that are really needed to stabilize slopes . "
1839,0.0051,nutrients," slow the runoff , which gives the runoff an extra opportunity to soak into the ground "
1840,0.0051,nutrients, re - duce the soil loss problem 
1841,0.0051,nutrients, sufficient erosion to make future cassava production uneconomical .
1842,0.0156,nutrients,stop soil erosion by creating natural dams for water 
1843,0.0156,nutrients," stop soil erosion and over-drainage by creating natural dams for water , helping to preserve the strength and vitality of the soil"
1844,1.0,nutrients,yearly changes in nearly every the agricultural landscape . 
1845,1.0,nutrients," improve the productivity of our land , control weeds , produce vegetables , prevent soil erosion , and improve water quality "
1846,1.0,nutrients," grow crops in families -lrb- roots , brassicas & legumes -rrb- by leaving nutrients in the soil for the next crop or using up certain nutrients "
1847,1.0,nutrients," help the soil maintain a healthy balance of nutrients , organic matter and microorganisms "
1848,1.0,nutrients," intense soil degradation , with a loss of 19 to 30 tons of soil depending on management ... "
1849,1.0,nutrients, addition to breaking the cycles of insect pest and disease 
1850,1.0,nutrients, keep the soil healthy in your gardens growing years
1851,1.0,nutrients,maintain good lawns 
1852,1.0,nutrients, improve the soil structure 
1853,1.0,nutrients, provide nutrients -lrb- minerals -rrb- to the grass roots 
1854,1.0,nutrients, enhance the quality of crops and accelerate their growth 
1855,1.0,nutrients, increase the amount of natural food -lrb- phytoplankton and zooplankton -rrb- in the pond through the supply of nutrients which are either 
1856,1.0,nutrients, assure an optimum mobile concentration through adjustment of the mobilizable concentration 
1857,1.0,nutrients, stimulate a plankton bloom 
1858,1.0,nutrients, epigenetic modifications to the onset of gene expression from the zygotic genome in mice . 
1859,1.0,nutrients, suppress many soil 
1860,1.0,nutrients, promote healthy top growth to make your lawn look attractive and also develop the deep root system that is the foundation of any 
1861,1.0,nutrients, add the necessary nutrients in the required amounts and at the proper time to achieve desirable lawn qualities and healthy 
1862,1.0,nutrients, feed soil microorganisms 
1863,1.0,nutrients, stimulate 
1864,1.0,nutrients, initiate biological reproduction 
1865,1.0,nutrients, helps to green your turf as quickly as possible in the spring .
1866,0.0039,flowers,"just the opposite , growth away from the light source . "
1867,0.0039,flowers," woody plants to attempt to straighten their boles by the formation of reaction wood -lrb- rendle et al. , 1941 -rrb- ."
1868,1.0,flowers,prevent waterlogging 
1869,1.0,flowers, cool down the plant surface during evaporation 
1870,1.0,flowers, the plants to wilt even if soil 
1871,1.0,flowers," absorbed water to pass from the roots to all parts of the plant , and ultimately out through the stomata on the leaf surface , where it is lost as ... "
1872,1.0,flowers, reduce leaf abscission 
1873,1.0,flowers, keep leaves and plants 
1874,1.0,flowers, cool plants in extremely high temperatures 
1875,1.0,flowers, a flow of water from roots to stem and leaves . 
1876,1.0,flowers, less cooling of leaves 
1877,1.0,flowers, heavy water -lrb- deuterium or 18o -rrb- enrichment in leaves 
1878,1.0,flowers, the water table to rise and fall continuously rather than as a step function 
1879,1.0,flowers, keep plants cool 
1880,1.0,flowers, resistance to transpiration 
1881,1.0,flowers," transient water deficit , therefore the most plants suffer at least regular and daily water shortages . "
1882,1.0,flowers, keep plant leaves from cooking in the sun
1883,0.0022,flowers,keep this 
1884,0.0022,flowers," considerable acceleration of senescence symptoms in the petals , such as discoloration , wilting , anthocyanin synthesis and abscission . "
1885,0.0022,flowers, set seed in the ovaries of a plant 
1886,0.0022,flowers, an increase of hydrophilic colloids in the column tissue 
1887,0.0022,flowers, inbreeding depression for fruit and seed set . 
1888,0.0022,flowers, an increase in the amount of peroxidase activity and in the number of cell layers involved in the rejection process 
1889,0.0022,flowers, an alteration in the physical make-up of the organic farmer 's crops and prevents the farmer from recognizing ... 
1890,0.0022,flowers, ensure the plant will produce as many high-quality 
1891,0.0022,flowers, feed many other animals and birds in the food chain 
1892,0.0022,flowers, increase the fitness and survival of plants by increasing genetic diversity 
1893,0.0022,flowers, improve the yield in okra
1894,0.0657,flowers,maintain good lawns 
1895,0.0657,flowers, improve the soil structure 
1896,0.0657,flowers, provide nutrients -lrb- minerals -rrb- to the grass roots 
1897,0.0657,flowers, enhance the quality of crops and accelerate their growth 
